Word 	 Count 	 FPos 	 LPos 	 Dmin 	 AvgD 	 Dmax 
 say?" 	 18 	 35711 	 652823 	 428 	 36300.71 	 94934 
 answerable." 	 1 	 44245 	 44245 	 0 	 0.00 	 0 
 suggests." 	 1 	 48685 	 48685 	 0 	 0.00 	 0 
 Sahib," 	 2 	 52440 	 52480 	 40 	 40.00 	 40 
 clue." 	 3 	 62211 	 235495 	 35858 	 86642.00 	 137426 
 launch." 	 1 	 64631 	 64631 	 0 	 0.00 	 0 
 cases: 	 1 	 70526 	 70526 	 0 	 0.00 	 0 
 humor 	 2 	 71031 	 234577 	 163546 	 163546.00 	 163546 
 thing?" 	 5 	 71377 	 569208 	 19426 	 124457.75 	 228673 
 not," 	 13 	 72267 	 630291 	 4126 	 46502.00 	 102763 
 open-air 	 2 	 74336 	 223034 	 148698 	 148698.00 	 148698 
 poker." 	 2 	 76183 	 372476 	 296293 	 296293.00 	 296293 
 gold," 	 1 	 102536 	 102536 	 0 	 0.00 	 0 
 more." 	 15 	 106535 	 617187 	 433 	 36475.14 	 138111 
 to-morrow." 	 17 	 116766 	 600542 	 1728 	 30236.00 	 100599 
 lame." 	 1 	 119022 	 119022 	 0 	 0.00 	 0 
 cards." 	 1 	 121918 	 121918 	 0 	 0.00 	 0 
 late," 	 3 	 128583 	 271611 	 61292 	 71514.00 	 81736 
 Cosmopolitan," 	 1 	 139836 	 139836 	 0 	 0.00 	 0 
 baboon." 	 2 	 151926 	 153379 	 1453 	 1453.00 	 1453 
 memory." 	 2 	 165576 	 445830 	 280254 	 280254.00 	 280254 
 States?" 	 1 	 166009 	 166009 	 0 	 0.00 	 0 
 thus: 	 6 	 181988 	 657179 	 46755 	 95038.20 	 181641 
 founder 	 3 	 182421 	 344295 	 29857 	 80937.00 	 132017 
 trespasser 	 1 	 187229 	 187229 	 0 	 0.00 	 0 
 car 	 7 	 199455 	 574640 	 208 	 62530.83 	 369541 
 school-master 	 1 	 224667 	 224667 	 0 	 0.00 	 0 
 alarm." 	 1 	 230973 	 230973 	 0 	 0.00 	 0 
 London?" 	 11 	 245339 	 540319 	 684 	 29498.00 	 92358 
 ambiguous," 	 1 	 249347 	 249347 	 0 	 0.00 	 0 
 hereditary?" 	 1 	 251688 	 251688 	 0 	 0.00 	 0 
 freely," 	 1 	 271454 	 271454 	 0 	 0.00 	 0 
 shikari," 	 1 	 284683 	 284683 	 0 	 0.00 	 0 
 tramp?" 	 1 	 292984 	 292984 	 0 	 0.00 	 0 
 excited," 	 1 	 312548 	 312548 	 0 	 0.00 	 0 
 Collar 	 1 	 313792 	 313792 	 0 	 0.00 	 0 
 mould." 	 1 	 340720 	 340720 	 0 	 0.00 	 0 
 villainy," 	 1 	 362311 	 362311 	 0 	 0.00 	 0 
 faint." 	 1 	 374540 	 374540 	 0 	 0.00 	 0 
 set-back?" 	 1 	 378565 	 378565 	 0 	 0.00 	 0 
 thousands." 	 1 	 405012 	 405012 	 0 	 0.00 	 0 
 passes." 	 1 	 418711 	 418711 	 0 	 0.00 	 0 
 sinner 	 2 	 427448 	 431146 	 3698 	 3698.00 	 3698 
 ravens." 	 1 	 436472 	 436472 	 0 	 0.00 	 0 
 it" 	 1 	 454713 	 454713 	 0 	 0.00 	 0 
 horrible." 	 2 	 457476 	 518690 	 61214 	 61214.00 	 61214 
 year?" 	 1 	 488832 	 488832 	 0 	 0.00 	 0 
 stir 	 1 	 489833 	 489833 	 0 	 0.00 	 0 
 cigar-case." 	 1 	 520464 	 520464 	 0 	 0.00 	 0 
 helpful," 	 1 	 532261 	 532261 	 0 	 0.00 	 0 
 sake." 	 1 	 585794 	 585794 	 0 	 0.00 	 0 
 process," 	 1 	 592093 	 592093 	 0 	 0.00 	 0 
 outfit," 	 2 	 593141 	 616199 	 23058 	 23058.00 	 23058 
 Seddar." 	 1 	 597065 	 597065 	 0 	 0.00 	 0 
 Here!" 	 1 	 597414 	 597414 	 0 	 0.00 	 0 
 uproar 	 1 	 632997 	 632997 	 0 	 0.00 	 0 
 cases," 	 1 	 638878 	 638878 	 0 	 0.00 	 0 
 enemy's 	 6 	 525 	 534033 	 2066 	 106701.60 	 290376 
 seems 	 176 	 1661 	 656730 	 13 	 3743.25 	 36017 
 series 	 31 	 4702 	 657137 	 32 	 21747.83 	 67711 
 Analysis 	 1 	 5302 	 5302 	 0 	 0.00 	 0 
 doubt; 	 4 	 6249 	 465950 	 82056 	 153233.67 	 254481 
 'His 	 1 	 17213 	 17213 	 0 	 0.00 	 0 
 tricks 	 11 	 18524 	 643352 	 879 	 62482.80 	 175573 
 stretches 	 2 	 22409 	 317654 	 295245 	 295245.00 	 295245 
 servants 	 40 	 31186 	 606834 	 44 	 14760.21 	 102054 
 hunter; 	 1 	 34250 	 34250 	 0 	 0.00 	 0 
 billets 	 2 	 39668 	 229385 	 189717 	 189717.00 	 189717 
 York 	 12 	 39690 	 534506 	 253 	 44983.27 	 262984 
 Francois 	 1 	 44757 	 44757 	 0 	 0.00 	 0 
 swirls 	 1 	 46592 	 46592 	 0 	 0.00 	 0 
 thumb-mark 	 2 	 47684 	 295404 	 247720 	 247720.00 	 247720 
 searches 	 1 	 62802 	 62802 	 0 	 0.00 	 0 
 Smith's 	 6 	 66464 	 308201 	 45 	 48347.40 	 222186 
 Company's 	 2 	 80055 	 80545 	 490 	 490.00 	 490 
 not; 	 3 	 81732 	 465063 	 168718 	 191665.50 	 214613 
 commonplaces 	 2 	 104369 	 104468 	 99 	 99.00 	 99 
 rests 	 1 	 121007 	 121007 	 0 	 0.00 	 0 
 gracious 	 3 	 171459 	 545245 	 58963 	 186893.00 	 314823 
 fogs 	 3 	 184885 	 518870 	 111747 	 166992.50 	 222238 
 Spies 	 1 	 190174 	 190174 	 0 	 0.00 	 0 
 zealous 	 3 	 192214 	 542563 	 102704 	 175174.50 	 247645 
 consists 	 5 	 296760 	 383625 	 65 	 21716.25 	 51931 
 garrulous 	 2 	 309676 	 451623 	 141947 	 141947.00 	 141947 
 towers 	 6 	 319990 	 559599 	 1435 	 47921.80 	 126810 
 broadened; 	 1 	 334120 	 334120 	 0 	 0.00 	 0 
 decrees 	 1 	 344781 	 344781 	 0 	 0.00 	 0 
 late; 	 1 	 346627 	 346627 	 0 	 0.00 	 0 
 "Hopkins 	 1 	 371864 	 371864 	 0 	 0.00 	 0 
 triggers 	 2 	 457069 	 459137 	 2068 	 2068.00 	 2068 
 "Possess 	 1 	 472823 	 472823 	 0 	 0.00 	 0 
 'Miss 	 1 	 520997 	 520997 	 0 	 0.00 	 0 
 centres 	 2 	 545149 	 567799 	 22650 	 22650.00 	 22650 
 Green; 	 1 	 558305 	 558305 	 0 	 0.00 	 0 
 titles 	 2 	 570134 	 574472 	 4338 	 4338.00 	 4338 
 Cockneys 	 1 	 574870 	 574870 	 0 	 0.00 	 0 
 goat's 	 1 	 612848 	 612848 	 0 	 0.00 	 0 
 roars 	 1 	 642675 	 642675 	 0 	 0.00 	 0 
 palms 	 1 	 644870 	 644870 	 0 	 0.00 	 0 
 gravitated 	 1 	 851 	 851 	 0 	 0.00 	 0 
 country, 	 21 	 926 	 605164 	 342 	 30211.90 	 123433 
 cordially, 	 1 	 2087 	 2087 	 0 	 0.00 	 0 
 too, 	 73 	 3600 	 652903 	 456 	 9018.10 	 44600 
 attempt 	 53 	 4536 	 599508 	 66 	 11441.77 	 52597 
 fail 	 33 	 5451 	 636372 	 5 	 19716.28 	 108510 
 light-coloured 	 3 	 8639 	 165706 	 20475 	 78533.50 	 136592 
 contortion, 	 1 	 8716 	 8716 	 0 	 0.00 	 0 
 doorway, 	 7 	 8792 	 532390 	 2525 	 87266.34 	 195992 
 Albert 	 6 	 9202 	 654007 	 12732 	 128961.00 	 396551 
 yet, 	 37 	 9920 	 655681 	 794 	 17937.80 	 91891 
 formed 	 57 	 13402 	 655505 	 9 	 11466.12 	 45436 
 pragmatical 	 1 	 14326 	 14326 	 0 	 0.00 	 0 
 twelvemonth, 	 1 	 14591 	 14591 	 0 	 0.00 	 0 
 volunteered 	 8 	 16925 	 360750 	 722 	 49117.86 	 117196 
 trembled 	 4 	 17099 	 433894 	 13934 	 138931.67 	 299261 
 Blackfeet 	 1 	 22304 	 22304 	 0 	 0.00 	 0 
 scrub, 	 1 	 22344 	 22344 	 0 	 0.00 	 0 
 coat, 	 14 	 24989 	 611192 	 179 	 45092.54 	 115364 
 meantime, 	 7 	 25735 	 593676 	 4349 	 94656.84 	 175057 
 succeed 	 13 	 27846 	 618119 	 837 	 49189.42 	 177817 
 honest 	 26 	 28044 	 648192 	 14 	 24805.92 	 98612 
 Oh, 	 43 	 29739 	 653105 	 35 	 14842.05 	 96909 
 entered, 	 21 	 30365 	 485808 	 56 	 22772.15 	 81989 
 surprise, 	 20 	 31127 	 655042 	 3050 	 32837.63 	 133963 
 devoted 	 35 	 32206 	 647438 	 285 	 18095.06 	 66724 
 steeled 	 1 	 32500 	 32500 	 0 	 0.00 	 0 
 magnificent 	 14 	 33765 	 644054 	 1500 	 46945.31 	 161408 
 torrent 	 4 	 33782 	 429531 	 657 	 131916.33 	 317451 
 shift 	 3 	 38727 	 616407 	 74017 	 288840.00 	 503663 
 mentioned, 	 6 	 40079 	 636846 	 28625 	 119353.40 	 236190 
 journal, 	 1 	 43678 	 43678 	 0 	 0.00 	 0 
 judgment 	 16 	 48169 	 643897 	 11176 	 39715.20 	 86458 
 obtuse, 	 2 	 48676 	 313197 	 264521 	 264521.00 	 264521 
 waist 	 3 	 60180 	 477652 	 32813 	 208736.00 	 384659 
 bull's-eye, 	 1 	 61114 	 61114 	 0 	 0.00 	 0 
 size, 	 7 	 61233 	 582960 	 5482 	 86954.50 	 193196 
 Bond 	 3 	 63651 	 403464 	 132129 	 169906.50 	 207684 
 comin', 	 1 	 64812 	 64812 	 0 	 0.00 	 0 
 expectant 	 4 	 66333 	 530233 	 18556 	 154633.33 	 252073 
 infernal 	 15 	 68241 	 639403 	 1247 	 40797.29 	 123594 
 fort, 	 4 	 78797 	 82508 	 90 	 1237.00 	 2214 
 particularly, 	 1 	 86851 	 86851 	 0 	 0.00 	 0 
 crusted 	 1 	 87719 	 87719 	 0 	 0.00 	 0 
 fat-encircled 	 1 	 95477 	 95477 	 0 	 0.00 	 0 
 velvet 	 8 	 96043 	 579153 	 2636 	 69015.71 	 158321 
 blazing, 	 2 	 97518 	 242116 	 144598 	 144598.00 	 144598 
 quarter-past 	 9 	 101479 	 560660 	 4775 	 57397.62 	 196280 
 receipts, 	 1 	 123628 	 123628 	 0 	 0.00 	 0 
 War, 	 5 	 126581 	 585394 	 68 	 114703.25 	 345230 
 terraced 	 1 	 129208 	 129208 	 0 	 0.00 	 0 
 ay, 	 2 	 136349 	 243330 	 106981 	 106981.00 	 106981 
 stain, 	 2 	 139415 	 386945 	 247530 	 247530.00 	 247530 
 Echo, 	 1 	 140517 	 140517 	 0 	 0.00 	 0 
 century, 	 5 	 146680 	 582856 	 48427 	 109044.00 	 190146 
 cat 	 9 	 151884 	 579411 	 216 	 53440.88 	 191543 
 bled 	 3 	 156075 	 602603 	 63748 	 223264.00 	 382780 
 shuddered 	 4 	 160881 	 608636 	 36209 	 149251.67 	 211874 
 persons, 	 2 	 163306 	 518310 	 355004 	 355004.00 	 355004 
 ruefully, 	 1 	 163851 	 163851 	 0 	 0.00 	 0 
 bridal 	 1 	 165170 	 165170 	 0 	 0.00 	 0 
 brought, 	 4 	 166368 	 633947 	 26269 	 155859.67 	 345232 
 hullo, 	 2 	 167686 	 482151 	 314465 	 314465.00 	 314465 
 cocktail 	 1 	 168411 	 168411 	 0 	 0.00 	 0 
 attitude, 	 2 	 170573 	 350619 	 180046 	 180046.00 	 180046 
 womanhood 	 1 	 171069 	 171069 	 0 	 0.00 	 0 
 confidence, 	 6 	 173151 	 573554 	 7139 	 80080.60 	 257028 
 rocked 	 2 	 175556 	 499930 	 324374 	 324374.00 	 324374 
 booted 	 1 	 180182 	 180182 	 0 	 0.00 	 0 
 drunk, 	 3 	 186133 	 374596 	 7 	 94231.50 	 188456 
 tarnished 	 1 	 215104 	 215104 	 0 	 0.00 	 0 
 well-grown, 	 1 	 224702 	 224702 	 0 	 0.00 	 0 
 sleepy, 	 1 	 238425 	 238425 	 0 	 0.00 	 0 
 sombre, 	 1 	 248279 	 248279 	 0 	 0.00 	 0 
 coast, 	 3 	 251332 	 634284 	 48983 	 191476.00 	 333969 
 sallow, 	 3 	 255234 	 311590 	 4747 	 28178.00 	 51609 
 document, 	 7 	 260574 	 582629 	 11513 	 53675.83 	 124560 
 signs, 	 5 	 262491 	 538088 	 4293 	 68899.25 	 193092 
 Huguenot 	 1 	 263095 	 263095 	 0 	 0.00 	 0 
 Harrison, 	 1 	 267142 	 267142 	 0 	 0.00 	 0 
 FINAL 	 1 	 270978 	 270978 	 0 	 0.00 	 0 
 shrouded 	 2 	 272249 	 372299 	 100050 	 100050.00 	 100050 
 whirling, 	 1 	 284041 	 284041 	 0 	 0.00 	 0 
 injury, 	 3 	 295509 	 566574 	 60779 	 135532.50 	 210286 
 centuries, 	 1 	 297000 	 297000 	 0 	 0.00 	 0 
 wearied 	 1 	 298299 	 298299 	 0 	 0.00 	 0 
 N, 	 2 	 303161 	 303333 	 172 	 172.00 	 172 
 K.G., 	 1 	 314139 	 314139 	 0 	 0.00 	 0 
 discharge, 	 1 	 319735 	 319735 	 0 	 0.00 	 0 
 react 	 2 	 323206 	 616996 	 293790 	 293790.00 	 293790 
 effected 	 2 	 350860 	 513730 	 162870 	 162870.00 	 162870 
 fidget 	 2 	 352619 	 547074 	 194455 	 194455.00 	 194455 
 injuries, 	 2 	 372782 	 584332 	 211550 	 211550.00 	 211550 
 worse--and 	 1 	 374665 	 374665 	 0 	 0.00 	 0 
 ungracious, 	 1 	 377151 	 377151 	 0 	 0.00 	 0 
 clipped 	 3 	 409120 	 416748 	 2163 	 3814.00 	 5465 
 rusty-coated 	 1 	 414127 	 414127 	 0 	 0.00 	 0 
 butterfly, 	 1 	 432220 	 432220 	 0 	 0.00 	 0 
 reports, 	 2 	 433921 	 582176 	 148255 	 148255.00 	 148255 
 probability--and 	 1 	 436276 	 436276 	 0 	 0.00 	 0 
 endangered 	 1 	 443512 	 443512 	 0 	 0.00 	 0 
 Mac, 	 10 	 452670 	 472996 	 107 	 2258.44 	 15959 
 quaint, 	 2 	 460278 	 460497 	 219 	 219.00 	 219 
 stands, 	 1 	 470307 	 470307 	 0 	 0.00 	 0 
 Shorst, 	 1 	 481107 	 481107 	 0 	 0.00 	 0 
 We'd 	 1 	 484386 	 484386 	 0 	 0.00 	 0 
 Mansel, 	 1 	 490270 	 490270 	 0 	 0.00 	 0 
 respectability, 	 1 	 511229 	 511229 	 0 	 0.00 	 0 
 wreathed 	 2 	 513599 	 558113 	 44514 	 44514.00 	 44514 
 debate, 	 1 	 517591 	 517591 	 0 	 0.00 	 0 
 Ireland, 	 1 	 520201 	 520201 	 0 	 0.00 	 0 
 intricate, 	 1 	 536576 	 536576 	 0 	 0.00 	 0 
 pried 	 1 	 543083 	 543083 	 0 	 0.00 	 0 
 it!--loved 	 1 	 554132 	 554132 	 0 	 0.00 	 0 
 16th, 	 1 	 559792 	 559792 	 0 	 0.00 	 0 
 breast-pocket 	 1 	 567240 	 567240 	 0 	 0.00 	 0 
 debut 	 1 	 574986 	 574986 	 0 	 0.00 	 0 
 soothes, 	 1 	 579225 	 579225 	 0 	 0.00 	 0 
 Jimmie, 	 1 	 590770 	 590770 	 0 	 0.00 	 0 
 subscribed 	 1 	 616645 	 616645 	 0 	 0.00 	 0 
 Persano, 	 1 	 616862 	 616862 	 0 	 0.00 	 0 
 unconventional, 	 1 	 619654 	 619654 	 0 	 0.00 	 0 
 Dearest 	 1 	 637464 	 637464 	 0 	 0.00 	 0 
 claws, 	 1 	 645183 	 645183 	 0 	 0.00 	 0 
 sixpence 	 2 	 837 	 47693 	 46856 	 46856.00 	 46856 
 lodge 	 57 	 1477 	 533732 	 26 	 9504.55 	 112979 
 house 	 364 	 7165 	 656591 	 6 	 1789.05 	 17866 
 absolute 	 50 	 22487 	 638783 	 26 	 12577.47 	 51171 
 quote 	 7 	 37075 	 577300 	 4655 	 90037.50 	 257155 
 resistance 	 7 	 37110 	 505150 	 11171 	 78006.66 	 147948 
 forcible 	 1 	 42549 	 42549 	 0 	 0.00 	 0 
 reference 	 26 	 50829 	 601562 	 192 	 22029.32 	 58354 
 grudge 	 9 	 63059 	 570452 	 6 	 63424.12 	 217076 
 'There 	 9 	 72076 	 544635 	 10 	 59069.88 	 160360 
 Somewhere 	 4 	 74178 	 616683 	 36397 	 180835.00 	 334476 
 captive 	 3 	 74291 	 346108 	 16672 	 135908.50 	 255145 
 introspective 	 5 	 87478 	 559764 	 51156 	 118071.50 	 241577 
 "Irene 	 2 	 94327 	 94979 	 652 	 652.00 	 652 
 voice--"have 	 1 	 126517 	 126517 	 0 	 0.00 	 0 
 tonnage 	 1 	 127926 	 127926 	 0 	 0.00 	 0 
 transform 	 1 	 136809 	 136809 	 0 	 0.00 	 0 
 uniform 	 3 	 138153 	 493590 	 7832 	 177718.50 	 347605 
 tangible 	 2 	 152479 	 262092 	 109613 	 109613.00 	 109613 
 pie 	 1 	 168699 	 168699 	 0 	 0.00 	 0 
 inflexible 	 3 	 195583 	 579873 	 172039 	 192145.00 	 212251 
 workmanlike 	 6 	 346222 	 657109 	 1823 	 62177.40 	 165209 
 putty-like 	 1 	 350671 	 350671 	 0 	 0.00 	 0 
 chloroform 	 2 	 572677 	 602134 	 29457 	 29457.00 	 29457 
 clear'--here 	 1 	 580447 	 580447 	 0 	 0.00 	 0 
 repulse 	 1 	 609654 	 609654 	 0 	 0.00 	 0 
 demonstrative 	 1 	 625931 	 625931 	 0 	 0.00 	 0 
 country. 	 33 	 526 	 617622 	 61 	 19284.25 	 88724 
 subclavian 	 1 	 619 	 619 	 0 	 0.00 	 0 
 "If 	 136 	 1473 	 654980 	 18 	 4839.51 	 26979 
 notion. 	 2 	 3507 	 233872 	 230365 	 230365.00 	 230365 
 surprise. 	 22 	 4007 	 585529 	 615 	 27691.52 	 135503 
 century. 	 6 	 4460 	 650233 	 42596 	 129154.60 	 281165 
 brought. 	 3 	 7081 	 544614 	 56844 	 268766.50 	 480689 
 too. 	 30 	 7366 	 648472 	 154 	 22107.10 	 87735 
 coat. 	 13 	 19735 	 645612 	 264 	 52156.42 	 120236 
 valleys. 	 2 	 22245 	 505449 	 483204 	 483204.00 	 483204 
 reproachfully. 	 2 	 23038 	 89806 	 66768 	 66768.00 	 66768 
 fain 	 3 	 29358 	 148212 	 4451 	 59427.00 	 114403 
 cordially. 	 5 	 32218 	 460087 	 12247 	 106967.25 	 200201 
 drunk. 	 2 	 40977 	 644299 	 603322 	 603322.00 	 603322 
 puncture-marks. 	 1 	 43846 	 43846 	 0 	 0.00 	 0 
 yet. 	 28 	 44087 	 608743 	 217 	 20913.19 	 96627 
 doorway. 	 10 	 52427 	 572799 	 1843 	 57819.11 	 142902 
 strikes. 	 1 	 54795 	 54795 	 0 	 0.00 	 0 
 contortion. 	 1 	 55929 	 55929 	 0 	 0.00 	 0 
 entered. 	 24 	 57638 	 599185 	 713 	 23545.52 	 84048 
 wheezed. 	 1 	 58522 	 58522 	 0 	 0.00 	 0 
 Murder. 	 1 	 62248 	 62248 	 0 	 0.00 	 0 
 fort. 	 3 	 78645 	 81708 	 1443 	 1531.50 	 1620 
 size. 	 3 	 78674 	 477680 	 14023 	 199503.00 	 384983 
 borders. 	 1 	 80219 	 80219 	 0 	 0.00 	 0 
 injuries. 	 5 	 113984 	 636348 	 4244 	 130591.00 	 257721 
 document. 	 7 	 125804 	 611127 	 458 	 80887.16 	 210603 
 ruefully. 	 3 	 138475 	 602011 	 129340 	 231768.00 	 334196 
 confidence. 	 19 	 144443 	 627915 	 84 	 26859.55 	 59035 
 injury. 	 2 	 156071 	 361295 	 205224 	 205224.00 	 205224 
 War. 	 2 	 167679 	 610624 	 442945 	 442945.00 	 442945 
 stain. 	 2 	 172166 	 293168 	 121002 	 121002.00 	 121002 
 mentioned. 	 2 	 193762 	 500432 	 306670 	 306670.00 	 306670 
 N. 	 2 	 219332 	 593851 	 374519 	 374519.00 	 374519 
 charwomen 	 1 	 261827 	 261827 	 0 	 0.00 	 0 
 Harrison. 	 3 	 266230 	 267054 	 148 	 412.00 	 676 
 groove. 	 1 	 268229 	 268229 	 0 	 0.00 	 0 
 Colonies. 	 1 	 278635 	 278635 	 0 	 0.00 	 0 
 Son 	 1 	 285726 	 285726 	 0 	 0.00 	 0 
 MEN 	 1 	 296053 	 296053 	 0 	 0.00 	 0 
 stands. 	 2 	 323079 	 606036 	 282957 	 282957.00 	 282957 
 attitude. 	 1 	 337827 	 337827 	 0 	 0.00 	 0 
 Run 	 1 	 355180 	 355180 	 0 	 0.00 	 0 
 unarmed. 	 1 	 361301 	 361301 	 0 	 0.00 	 0 
 countries. 	 2 	 385335 	 448083 	 62748 	 62748.00 	 62748 
 house-surgeon 	 1 	 391451 	 391451 	 0 	 0.00 	 0 
 butterflies. 	 2 	 439158 	 579296 	 140138 	 140138.00 	 140138 
 Upwood. 	 1 	 445940 	 445940 	 0 	 0.00 	 0 
 Mac. 	 5 	 452871 	 474964 	 1522 	 5523.25 	 14722 
 debate. 	 1 	 467307 	 467307 	 0 	 0.00 	 0 
 gunshot--of 	 1 	 467960 	 467960 	 0 	 0.00 	 0 
 Policemen 	 1 	 499130 	 499130 	 0 	 0.00 	 0 
 reports. 	 2 	 499427 	 619056 	 119629 	 119629.00 	 119629 
 cannibalism. 	 1 	 518622 	 518622 	 0 	 0.00 	 0 
 hospitals. 	 1 	 522362 	 522362 	 0 	 0.00 	 0 
 assassination. 	 1 	 535028 	 535028 	 0 	 0.00 	 0 
 morrow. 	 2 	 557690 	 638476 	 80786 	 80786.00 	 80786 
 Austrian 	 3 	 576075 	 633327 	 741 	 28626.00 	 56511 
 duplicity. 	 1 	 582451 	 582451 	 0 	 0.00 	 0 
 Jimmie. 	 1 	 590695 	 590695 	 0 	 0.00 	 0 
 duty--in 	 1 	 619136 	 619136 	 0 	 0.00 	 0 
 20th. 	 1 	 628277 	 628277 	 0 	 0.00 	 0 
 sweat. 	 1 	 639482 	 639482 	 0 	 0.00 	 0 
 persons. 	 1 	 647031 	 647031 	 0 	 0.00 	 0 
 warranty. 	 1 	 657294 	 657294 	 0 	 0.00 	 0 
 reading 	 39 	 2648 	 622946 	 68 	 16323.63 	 68105 
 among 	 215 	 3055 	 649931 	 11 	 3022.79 	 14940 
 using 	 17 	 13739 	 589301 	 1383 	 35972.62 	 85716 
 glancing 	 46 	 14223 	 614315 	 20 	 13335.38 	 86506 
 waiting 	 101 	 19237 	 655347 	 8 	 6361.10 	 36368 
 training 	 9 	 32842 	 648437 	 246 	 76949.38 	 281153 
 Waterloo 	 14 	 39232 	 614972 	 21 	 44287.69 	 208463 
 thrusting 	 3 	 40514 	 178107 	 59657 	 68796.50 	 77936 
 appealing 	 5 	 47813 	 466926 	 1970 	 104778.25 	 230919 
 adding 	 6 	 53749 	 625771 	 40349 	 114404.40 	 178892 
 rounding 	 1 	 73223 	 73223 	 0 	 0.00 	 0 
 Sahib,' 	 3 	 79513 	 81069 	 589 	 778.00 	 967 
 Hebrew 	 1 	 89550 	 89550 	 0 	 0.00 	 0 
 Come!' 	 1 	 91628 	 91628 	 0 	 0.00 	 0 
 tying 	 2 	 91684 	 551415 	 459731 	 459731.00 	 459731 
 Coburg 	 3 	 96713 	 101196 	 346 	 2241.50 	 4137 
 "Eh? 	 2 	 139564 	 167469 	 27905 	 27905.00 	 27905 
 ladies' 	 2 	 183305 	 183310 	 5 	 5.00 	 5 
 not,' 	 1 	 183327 	 183327 	 0 	 0.00 	 0 
 not? 	 33 	 231500 	 628361 	 3 	 12401.91 	 47497 
 doubt,' 	 1 	 253777 	 253777 	 0 	 0.00 	 0 
 dogging 	 3 	 276018 	 425437 	 56151 	 74709.50 	 93268 
 being,' 	 1 	 291347 	 291347 	 0 	 0.00 	 0 
 cycling 	 1 	 308810 	 308810 	 0 	 0.00 	 0 
 pig 	 2 	 325578 	 325620 	 42 	 42.00 	 42 
 catastrophe? 	 1 	 359533 	 359533 	 0 	 0.00 	 0 
 farming 	 1 	 397488 	 397488 	 0 	 0.00 	 0 
 'your,' 	 2 	 400248 	 400249 	 1 	 1.00 	 1 
 Napoleon-gone-wrong 	 1 	 454086 	 454086 	 0 	 0.00 	 0 
 late? 	 1 	 481487 	 481487 	 0 	 0.00 	 0 
 disquieting 	 1 	 483768 	 483768 	 0 	 0.00 	 0 
 courts? 	 1 	 489215 	 489215 	 0 	 0.00 	 0 
 reconnoitering 	 1 	 518477 	 518477 	 0 	 0.00 	 0 
 late,' 	 1 	 555334 	 555334 	 0 	 0.00 	 0 
 humouring 	 1 	 570655 	 570655 	 0 	 0.00 	 0 
 butting 	 1 	 611502 	 611502 	 0 	 0.00 	 0 
 Climbing 	 1 	 633850 	 633850 	 0 	 0.00 	 0 
 crop 	 7 	 101581 	 540783 	 1773 	 73200.34 	 242250 
 bell--which 	 1 	 264614 	 264614 	 0 	 0.00 	 0 
 Kentish 	 2 	 275483 	 371764 	 96281 	 96281.00 	 96281 
 so--though 	 1 	 603464 	 603464 	 0 	 0.00 	 0 
 Identity 	 1 	 35 	 35 	 0 	 0.00 	 0 
 By 	 96 	 5407 	 656410 	 46 	 6852.66 	 37872 
 deny 	 24 	 5522 	 621006 	 95 	 26760.17 	 84969 
 whiskey 	 2 	 16704 	 18859 	 2155 	 2155.00 	 2155 
 outré 	 6 	 21017 	 447685 	 10049 	 85333.60 	 238376 
 terribly 	 15 	 22016 	 641649 	 5940 	 44259.50 	 141137 
 Very 	 31 	 69349 	 656314 	 53 	 19565.50 	 68377 
 empty! 	 1 	 76243 	 76243 	 0 	 0.00 	 0 
 here"--I 	 1 	 104700 	 104700 	 0 	 0.00 	 0 
 tricky 	 2 	 112726 	 526004 	 413278 	 413278.00 	 413278 
 "'Precisely 	 2 	 157601 	 210724 	 53123 	 53123.00 	 53123 
 'actually 	 1 	 160160 	 160160 	 0 	 0.00 	 0 
 "Wonderful! 	 2 	 200536 	 295410 	 94874 	 94874.00 	 94874 
 largely 	 4 	 219848 	 559437 	 5354 	 113196.34 	 203885 
 café 	 1 	 225057 	 225057 	 0 	 0.00 	 0 
 "'"A 	 1 	 225800 	 225800 	 0 	 0.00 	 0 
 diplomacy 	 1 	 230847 	 230847 	 0 	 0.00 	 0 
 list! 	 1 	 314151 	 314151 	 0 	 0.00 	 0 
 Jove! 	 6 	 318972 	 538292 	 3262 	 43864.00 	 164585 
 conceivably 	 5 	 319734 	 477420 	 8253 	 39421.50 	 79107 
 pity! 	 1 	 412080 	 412080 	 0 	 0.00 	 0 
 jaunty 	 3 	 436566 	 548741 	 1090 	 56087.50 	 111085 
 decoy 	 1 	 446305 	 446305 	 0 	 0.00 	 0 
 brain-wave! 	 1 	 451292 	 451292 	 0 	 0.00 	 0 
 knees! 	 1 	 495683 	 495683 	 0 	 0.00 	 0 
 "Highly 	 1 	 510532 	 510532 	 0 	 0.00 	 0 
 "Equally 	 1 	 551380 	 551380 	 0 	 0.00 	 0 
 missionary 	 2 	 552658 	 554508 	 1850 	 1850.00 	 1850 
 giving! 	 2 	 558072 	 558074 	 2 	 2.00 	 2 
 adversary 	 1 	 586944 	 586944 	 0 	 0.00 	 0 
 Flower 	 2 	 383 	 25770 	 25387 	 25387.00 	 25387 
 it?" 	 160 	 3118 	 652245 	 8 	 4082.56 	 22010 
 lips," 	 1 	 11879 	 11879 	 0 	 0.00 	 0 
 with--" 	 1 	 14650 	 14650 	 0 	 0.00 	 0 
